GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,GeositeInfo_Latitude,GeositeInfo_Longitude,WaterStrike_ConstructionCompletionDate,WaterStrike_YieldMeasurementMethod,WaterStrike_WaterStrikeType,WaterStrike_SeepageValue,WaterStrike_DepthToTop,WaterStrike_DepthToBottom,WaterStrike_TotalBlowYieldValue,WaterStrike_ContributionValue
Dept Water - Pretoria,2828BD00019,Borehole,-28.41265,28.89883,,,,,,,,
Dept Water - Pretoria,2828BD00027,Borehole,-28.41265,28.89883,,,,,,,,
Dept Water - Pretoria,2829AD00052,Borehole,-28.4117,29.27446,,,,,,,,
Dept Water - Pretoria,2828AD00023,Borehole,-28.40963,28.29967,1922/05/06,,Individual Contribution,,36.57,,2.7001,2.7
Dept Water - Pretoria,2828AD00023,Borehole,-28.40963,28.29967,1922/05/06,,Individual Contribution,0.0001,21.34,,2.7001,
Dept Water - Pretoria,2829AC00051,Borehole,-28.40544,29.21637,1995/06/07,Estimated,Individual Contribution,,63,,4.0001,4
Dept Water - Pretoria,2829AC00051,Borehole,-28.40544,29.21637,1995/06/07,Estimated,Individual Contribution,0.0001,14,,4.0001,
Dept Water - Pretoria,2828BD00037,Borehole,-28.40543,28.91189,2003/04/14,,Total Yield,,36,,10,
Dept Water - Pretoria,2829AC00045,Borehole,-28.40462,29.105,1987/01/29,,Total Yield,,45,,0.67,
Dept Water - Pretoria,2829AC00044,Borehole,-28.40461,29.10499,1987/01/22,,Total Seepage,0.0001,60,,,
Dept Water - Pretoria,2829AD00051,Borehole,-28.40314,29.28304,,,,,,,,
Dept Water - Pretoria,2828BC00097,Borehole,-28.40237,28.70439,2003/10/24,,Total Yield,,48,,6.66,
Dept Water - Pretoria,2828AD00041,Borehole,-28.40043,28.41634,,,,,,,,
Dept Water - Pretoria,2828BD00153,Borehole,-28.39987,28.77967,2003/08/20,,Total Yield,,83,,0.44,
Dept Water - Pretoria,2828BD00014,Borehole,-28.39904,28.86233,,,,,,,,
Dept Water - Pretoria,2828AD00015,Borehole,-28.39823,28.41634,,,,,,,,
Dept Water - Pretoria,2828AD00006,Borehole,-28.39704,28.25189,1922/04/08,,Individual Contribution,0.0001,12.19,,0.0002,
Dept Water - Pretoria,2828AD00006,Borehole,-28.39704,28.25189,1922/04/08,,Individual Contribution,0.0001,20.73,,0.0002,
Dept Water - Pretoria,2828AD00005,Borehole,-28.39703,28.25189,1922/04/25,,Total Seepage,0.01,21.34,,,
Dept Water - Pretoria,2828AD00008,Borehole,-28.39265,28.41634,,,,,,,,
Dept Water - Pretoria,2828BD00021,Borehole,-28.39209,28.81939,,,,,,,,
Dept Water - Pretoria,2829AC00055,Borehole,-28.39071,29.00026,1970/11/19,,Total Seepage,0.0001,36.58,,,
Dept Water - Pretoria,2828BD00009,Borehole,-28.38914,28.97447,1971/02/11,,Total Yield,,18.29,,0.86,
Dept Water - Pretoria,2828BD00008,Borehole,-28.38913,28.97447,1970/12/21,,Total Seepage,0.09,15.9,,,
Dept Water - Pretoria,2828BD00010,Borehole,-28.38913,28.97448,1971/02/19,,Total Yield,,30.2,,4.07,
Dept Water - Pretoria,2828BC00002,Borehole,-28.38843,28.69367,1983/08/24,,Total Seepage,0.0001,24,,,
Dept Water - Pretoria,2828AD00004,Borehole,-28.38553,28.4955,1983/05/25,,Total Yield,,40,,0.66,
Dept Water - Pretoria,2828BC00001,Borehole,-28.38463,28.69147,1984/08/23,,Total Yield,,30,,0.44,
Dept Water - Pretoria,025751,Borehole,-28.3846,29.01859,1971/01/22,Float Principle (Thalimedes),Total Yield,,18.29,,0.81,
Dept Water - Pretoria,2829AC00036,Borehole,-28.38378,29.01638,,,,,,,,
Dept Water - Pretoria,2829AC00015,Borehole,-28.38378,29.23304,1983/06/14,,Total Seepage,0.0001,30,,,
Dept Water - Pretoria,2829AC00020,Borehole,-28.38377,29.01638,1956/08/29,,Total Yield,,18.29,,0.64,
Dept Water - Pretoria,2829AC00021,Borehole,-28.38377,29.01639,1956/09/05,,Total Yield,,18.29,,0.1,
Dept Water - Pretoria,2829AC00037,Borehole,-28.38377,29.0164,1971/02/05,,Total Yield,,15.2,,0.6,
Dept Water - Pretoria,2829AC00035,Borehole,-28.38377,29.16638,1971/01/08,,Total Seepage,0.09,17.4,,,
Dept Water - Pretoria,2829AC00014,Borehole,-28.38377,29.23304,,,,,,,,
Dept Water - Pretoria,2829AC00016,Borehole,-28.38377,29.23305,1983/06/16,,Individual Contribution,,30,,1.3002,1.3
Dept Water - Pretoria,2829AC00016,Borehole,-28.38377,29.23305,1983/06/16,,Individual Contribution,0.0001,10,,1.3002,
Dept Water - Pretoria,2829AC00016,Borehole,-28.38377,29.23305,1983/06/16,,Individual Contribution,0.0001,25,,1.3002,
Dept Water - Pretoria,2828BD00018,Borehole,-28.38293,28.82661,2003/08/13,,Total Yield,,14,,1,
Dept Water - Pretoria,2828BC00054,Borehole,-28.38171,28.50682,1983/05/25,,Total Yield,,40,,0.67,
Dept Water - Pretoria,2828BD00012,Borehole,-28.37876,28.923,2003/04/14,,Total Yield,,24,,1.33,
Dept Water - Pretoria,2828BC00033,Borehole,-28.37843,28.69857,1984/06/22,,Individual Contribution,,60,,2.0001,2
Dept Water - Pretoria,2828BC00033,Borehole,-28.37843,28.69857,1984/06/22,,Individual Contribution,0.0001,30,,2.0001,
Dept Water - Pretoria,2828BC00034,Borehole,-28.37813,28.69977,1984/06/20,,Total Yield,,38,,0.3,
Dept Water - Pretoria,2828BC00035,Borehole,-28.37793,28.70097,,,,,,,,
Dept Water - Pretoria,2828BC00036,Borehole,-28.37743,28.69837,,,,,,,,
Dept Water - Pretoria,2828BD00020,Borehole,-28.37742,28.9355,2003/05/23,,Total Yield,,51,,1.33,
Dept Water - Pretoria,2829AC00049,Borehole,-28.37544,29.20082,1995/06/08,,Total Seepage,0.0001,78,,,
Dept Water - Pretoria,2829AD00028,Borehole,-28.37268,29.38304,,,,,,,,
Dept Water - Pretoria,038922,Borehole,-28.37267,29.38304,1992/02/12,,Total Seepage,0.0001,74,,,
Dept Water - Pretoria,2829AD00029,Borehole,-28.37267,29.38305,,,,,,,,
Dept Water - Pretoria,2829AD00040,Borehole,-28.37183,29.38914,1925/04/27,,Total Yield,,18.29,,0.38,
Dept Water - Pretoria,2829AC00050,Borehole,-28.3696,29.16443,1995/04/17,Float Principle (Thalimedes),Total Yield,,54,,1.89,
Dept Water - Pretoria,038921,Borehole,-28.36739,29.38304,,,,,,,,
Dept Water - Pretoria,2829AC00048,Borehole,-28.36712,29.23304,1992/06/24,,Total Yield,,76,,0.31,
Dept Water - Pretoria,2829AC00046,Borehole,-28.36711,29.23304,1992/07/02,,Total Yield,,63,,4.04,
Dept Water - Pretoria,2829AC00047,Borehole,-28.36711,29.23305,1992/06/30,,Total Yield,,52,,0.31,
Dept Water - Pretoria,2829AD00030,Borehole,-28.36711,29.38306,1992/06/23,,Total Yield,,32,,3,
Dept Water - Pretoria,2828BD00025,Borehole,-28.36654,28.87189,,,,,,,,
Dept Water - Pretoria,2829AD00046,Borehole,-28.36261,29.35471,,,,,,,,
Dept Water - Pretoria,2828BC00041,Borehole,-28.35963,28.66187,1984/08/16,,Total Yield,,22,,2.5,
Dept Water - Pretoria,2828BC00088,Borehole,-28.35932,28.64605,1958/04/24,Float Principle (Thalimedes),Total Yield,,18.29,,2.13,
Dept Water - Pretoria,2828BC00087,Borehole,-28.35931,28.64605,1958/04/18,Float Principle (Thalimedes),Total Seepage,0.08,18.29,,,
Dept Water - Pretoria,2828BD00016,Borehole,-28.35876,28.89244,2003/06/06,,Total Yield,,30,,0.14,
Dept Water - Pretoria,2829AC00019,Borehole,-28.35406,29.13304,,,,,,,,
Dept Water - Pretoria,2829AC00018,Borehole,-28.35405,29.13304,,,,,,,,
Dept Water - Pretoria,2828BD00038,Borehole,-28.35154,28.75105,2003/10/22,,Total Yield,,24,,4,
Dept Water - Pretoria,2828AD00021,Borehole,-28.34214,28.283,1922/06/21,,Total Yield,,17.67,,0.45,
Dept Water - Pretoria,2828AD00020,Borehole,-28.34213,28.283,,,,,,,,
Dept Water - Pretoria,2828BC00056,Borehole,-28.33794,28.62847,,,,,,,,
Dept Water - Pretoria,2828BC00055,Borehole,-28.33793,28.62847,1972/08/15,,Total Yield,,20,,3.65,
Dept Water - Pretoria,2828BC00057,Borehole,-28.33793,28.62848,,,,,,,,
Dept Water - Pretoria,2828BC00095,Borehole,-28.33433,28.57745,1997/03/05,,Total Seepage,0.0001,84,,,
Dept Water - Pretoria,2828BC00096,Borehole,-28.33432,28.57911,1997/03/07,,Individual Contribution,0.0001,63,,0.0002,
Dept Water - Pretoria,2828BC00096,Borehole,-28.33432,28.57911,1997/03/07,,Individual Contribution,0.0001,75,,0.0002,
Dept Water - Pretoria,2828AD00054,Borehole,-28.33376,28.44967,1991/05/17,,Total Yield,,62,,3.89,
Dept Water - Pretoria,2828BD00015,Borehole,-28.3292,28.87383,2003/05/29,,Total Yield,,30,,0.33,
Dept Water - Pretoria,2829AC00023,Borehole,-28.3274,29.03304,1935/08/22,,Total Yield,,79.25,,0.95,
Dept Water - Pretoria,2829AC00022,Borehole,-28.32739,29.03304,,,,,,,,
Dept Water - Pretoria,038881,Borehole,-28.32545,28.6905,,,,,,,,
Dept Water - Pretoria,038879,Borehole,-28.32544,28.6905,,,,,,,,
Dept Water - Pretoria,2828BC00058,Borehole,-28.32543,28.6905,,,,,,,,
Dept Water - Pretoria,2828BC00064,Borehole,-28.32543,28.69051,,,,,,,,
Dept Water - Pretoria,2828BC00066,Borehole,-28.32543,28.69052,,,,,,,,
Dept Water - Pretoria,2828AD00067,Borehole,-28.32376,28.49856,,,,,,,,
Dept Water - Pretoria,2828AD00068,Borehole,-28.32376,28.49856,2000/06/08,Float Principle (Thalimedes),Total Seepage,0.0001,28,,,
Dept Water - Pretoria,2828BC00014,Borehole,-28.32041,28.69027,,,Individual Contribution,,70.03,,4.5001,4.5
Dept Water - Pretoria,2828BC00014,Borehole,-28.32041,28.69027,,,Individual Contribution,0.0001,18.27,,4.5001,
Dept Water - Pretoria,2828BC00013,Borehole,-28.3204,28.69027,,,Individual Contribution,,18.27,,0.8002,0.8
Dept Water - Pretoria,2828BC00013,Borehole,-28.3204,28.69027,,,Individual Contribution,0.0001,13.7,,0.8002,
Dept Water - Pretoria,2828BC00013,Borehole,-28.3204,28.69027,,,Individual Contribution,0.0001,15.22,,0.8002,
Dept Water - Pretoria,2828BC00012,Borehole,-28.32033,28.69027,,,,,,,,
Dept Water - Pretoria,2828AD00024,Borehole,-28.3171,28.24967,,,,,,,,
Dept Water - Pretoria,2828AD00025,Borehole,-28.3171,28.24968,1980/10/03,,Total Yield,,28,,2.56,
Dept Water - Pretoria,2828BC00020,Borehole,-28.31606,28.69677,1972/01/03,,Total Yield,,8.22,,0.75,
Dept Water - Pretoria,2828BC00018,Borehole,-28.31605,28.69677,1977/11/15,,Total Yield,,10.65,,5.29,
Dept Water - Pretoria,2828BC00016,Borehole,-28.31604,28.69677,1971/11/18,,Total Seepage,0.04,13.7,,,
Dept Water - Pretoria,2828BC00015,Borehole,-28.31603,28.69677,,,,,,,,
Dept Water - Pretoria,2828BC00017,Borehole,-28.31603,28.69678,1977/11/17,,Total Seepage,0.01,13.7,,,
Dept Water - Pretoria,2828BC00019,Borehole,-28.31603,28.69679,,,Total Yield,,7.61,,15.14,
Dept Water - Pretoria,025976AK,Borehole,-28.316,28.69637,,,Total Yield,,4.87,,2.27,
Dept Water - Pretoria,025976AI,Borehole,-28.31599,28.69637,,,Total Yield,,6.09,,1.81,
Dept Water - Pretoria,025976AG,Borehole,-28.31598,28.69637,,,Total Seepage,0.0001,9.14,,,
Dept Water - Pretoria,025976AF,Borehole,-28.31597,28.69637,1971/12/08,,Individual Contribution,,10.66,,3.6001,3.6
Dept Water - Pretoria,025976AF,Borehole,-28.31597,28.69637,1971/12/08,,Individual Contribution,0.0001,6.09,,3.6001,
Dept Water - Pretoria,025976AE,Borehole,-28.31596,28.69637,,,Total Yield,,10.66,,1,
Dept Water - Pretoria,2828BC00075,Borehole,-28.31595,28.69637,,,Individual Contribution,,13.71,,1.9001,1.9
Dept Water - Pretoria,2828BC00075,Borehole,-28.31595,28.69637,,,Individual Contribution,0.0001,6.09,,1.9001,
Dept Water - Pretoria,2828BC00040,Borehole,-28.31595,28.69667,1919/02/27,,Total Seepage,0.03,24.38,,,
Dept Water - Pretoria,2828BC00009,Borehole,-28.31595,28.69777,1977/01/01,,Total Yield,,21.36,,4.42,
Dept Water - Pretoria,025976AB,Borehole,-28.31594,28.69637,,,Individual Contribution,,21.94,,1.5001,1.5
Dept Water - Pretoria,025976AB,Borehole,-28.31594,28.69637,,,Individual Contribution,0.0001,12.19,,1.5001,
Dept Water - Pretoria,025995AA,Borehole,-28.31594,28.69667,,,Individual Contribution,,31.39,,4.5002,4.5
Dept Water - Pretoria,025995AA,Borehole,-28.31594,28.69667,,,Individual Contribution,0.0001,18.28,,4.5002,
Dept Water - Pretoria,025995AA,Borehole,-28.31594,28.69667,,,Individual Contribution,0.0001,28.04,,4.5002,
Dept Water - Pretoria,2828BC00007,Borehole,-28.31594,28.69777,,,Total Yield,,12.18,,2.27,
Dept Water - Pretoria,025976AA,Borehole,-28.31593,28.69637,1971/12/09,,Individual Contribution,,21.94,,3.4001,3.4
Dept Water - Pretoria,025976AA,Borehole,-28.31593,28.69637,1971/12/09,,Individual Contribution,0.0001,9.14,,3.4001,
Dept Water - Pretoria,025976AC,Borehole,-28.31593,28.69638,,,Total Yield,,9.14,,0.25,
Dept Water - Pretoria,025976AD,Borehole,-28.31593,28.69639,1971/11/22,,Individual Contribution,,22.25,,6.3002,6.3
Dept Water - Pretoria,025976AD,Borehole,-28.31593,28.69639,1971/11/22,,Individual Contribution,0.0001,6.09,,6.3002,
Dept Water - Pretoria,025976AD,Borehole,-28.31593,28.69639,1971/11/22,,Individual Contribution,0.0001,12.19,,6.3002,
Dept Water - Pretoria,025976,Borehole,-28.31593,28.6964,1971/12/06,,Total Yield,,13.71,,2.27,
Dept Water - Pretoria,025976A,Borehole,-28.31593,28.69641,1971/11/10,,Individual Contribution,,67.05,,7.5004,7.5
Dept Water - Pretoria,025976A,Borehole,-28.31593,28.69641,1971/11/10,,Individual Contribution,0.0001,13.71,,7.5004,
Dept Water - Pretoria,025976A,Borehole,-28.31593,28.69641,1971/11/10,,Individual Contribution,0.0001,24.38,,7.5004,
Dept Water - Pretoria,025976A,Borehole,-28.31593,28.69641,1971/11/10,,Individual Contribution,0.0001,41.14,,7.5004,
Dept Water - Pretoria,025976A,Borehole,-28.31593,28.69641,1971/11/10,,Individual Contribution,0.0001,53.34,,7.5004,
Dept Water - Pretoria,025976AH,Borehole,-28.31593,28.69642,,,Total Yield,,6.09,,0.27,
Dept Water - Pretoria,025976AJ,Borehole,-28.31593,28.69643,,,Total Seepage,0.0001,15.24,,,
Dept Water - Pretoria,2828BC00037,Borehole,-28.31593,28.69667,1918/12/14,,Total Yield,,30.48,,0.6,
Dept Water - Pretoria,2828BC00038,Borehole,-28.31593,28.69668,1917/01/19,,Total Yield,,21.33,,0.12,
Dept Water - Pretoria,025994,Borehole,-28.31593,28.69767,,,,,,,,
Dept Water - Pretoria,2828BC00005,Borehole,-28.31593,28.69777,1977/11/18,,Total Yield,,15.22,,3.78,
Dept Water - Pretoria,2828BC00006,Borehole,-28.31593,28.69778,,,Total Yield,,24.36,,10.09,
Dept Water - Pretoria,2828BC00008,Borehole,-28.31593,28.69779,,,Total Yield,,36.54,,4.54,
Dept Water - Pretoria,2828BC00010,Borehole,-28.31593,28.6978,,,Total Yield,,12.18,,0.13,
Dept Water - Pretoria,2828BC00011,Borehole,-28.31593,28.69781,,,Total Yield,,14.61,,0.25,
Dept Water - Pretoria,2828AD00059,Borehole,-28.31432,28.42579,1995/09/21,,Total Seepage,0.0001,90,,,
Dept Water - Pretoria,2828AD00060,Borehole,-28.31431,28.42578,1995/09/22,Estimated,Individual Contribution,,32,,4.0001,4
Dept Water - Pretoria,2828AD00060,Borehole,-28.31431,28.42578,1995/09/22,Estimated,Individual Contribution,0.0001,15,,4.0001,
Dept Water - Free State,2828BC00089,Borehole,-28.31404,28.69217,,,,,,,,
Dept Water - Pretoria,2828AD00001,Borehole,-28.31363,28.483,1962/05/23,,Total Seepage,0.03,21.34,,,
Dept Water - Pretoria,2828AD00002,Borehole,-28.31363,28.48301,1962/06/06,,Total Yield,,37.79,,1.26,
Dept Water - Pretoria,2828AD00069,Borehole,-28.31237,28.42634,1999/11/04,Estimated,Individual Contribution,,21,,0.2,0.1
Dept Water - Pretoria,2828AD00069,Borehole,-28.31237,28.42634,1999/11/04,Estimated,Individual Contribution,,26,,0.2,0.1
Dept Water - Pretoria,2828AD00066,Borehole,-28.30876,28.42134,1997/03/22,Estimated,Individual Contribution,,72,,1.0001,1
Dept Water - Pretoria,2828AD00066,Borehole,-28.30876,28.42134,1997/03/22,Estimated,Individual Contribution,0.0001,56,,1.0001,
Dept Water - Pretoria,2828BD00005,Borehole,-28.30765,28.91133,,,,,,,,
Dept Water - Pretoria,2828BD00022,Borehole,-28.30487,28.92967,2003/07/08,,Total Yield,,5,,1.33,
Dept Water - Pretoria,2828AD00070,Borehole,-28.30431,28.49217,2000/06/02,,Total Seepage,0.0001,24,,,
Dept Water - Pretoria,2828BC00024,Borehole,-28.30154,28.64937,,,,,,,,
Dept Water - Pretoria,2828BC00022,Borehole,-28.30153,28.64937,,,,,,,,
Dept Water - Pretoria,2828BC00023,Borehole,-28.30153,28.64938,,,,,,,,
Dept Water - Pretoria,2828BC00025,Borehole,-28.30144,28.64937,,,,,,,,
Dept Water - Pretoria,2828BC00021,Borehole,-28.30143,28.64937,,,,,,,,
Dept Water - Free State,2828AD00053,Borehole,-28.30049,28.39967,,,,,,,,
Dept Water - Free State,2828AD00051,Borehole,-28.30048,28.39967,,,,,,,,
Dept Water - Pretoria,020676,Borehole,-28.30047,28.39967,1965/12/14,,Individual Contribution,,48.76,,0.1003,0.1
Dept Water - Pretoria,020676,Borehole,-28.30047,28.39967,1965/12/14,,Individual Contribution,0.0001,26.51,,0.1003,
Dept Water - Pretoria,020676,Borehole,-28.30047,28.39967,1965/12/14,,Individual Contribution,0.0001,32.91,,0.1003,
Dept Water - Pretoria,020676,Borehole,-28.30047,28.39967,1965/12/14,,Individual Contribution,0.0001,35.05,,0.1003,
Dept Water - Pretoria,2828AD00016,Borehole,-28.30046,28.39967,,,Individual Contribution,,31.69,,1.3001,1.3
Dept Water - Pretoria,2828AD00016,Borehole,-28.30046,28.39967,,,Individual Contribution,0.0001,18.89,,1.3001,
Dept Water - Pretoria,2829AC00033,Borehole,-28.30046,29.16638,1984/10/16,,Total Yield,,40,,1.16,
Dept Water - Pretoria,2828AD00013,Borehole,-28.30045,28.39967,,,Individual Contribution,,24.38,,0.3001,0.3
Dept Water - Pretoria,2828AD00013,Borehole,-28.30045,28.39967,,,Individual Contribution,0.0001,21.33,,0.3001,
Dept Water - Pretoria,2829AC00003,Borehole,-28.30045,29.16638,,,,,,,,
Dept Water - Pretoria,2828AD00011,Borehole,-28.30044,28.39967,1966/01/28,,Total Yield,,25.91,,11.35,
Dept Water - Pretoria,2829AC00001,Borehole,-28.30044,29.16638,1984/05/14,,Total Yield,,58,,2.22,
Dept Water - Pretoria,2829AC00002,Borehole,-28.30044,29.16639,,,,,,,,
Dept Water - Pretoria,2829AC00032,Borehole,-28.30044,29.1664,1984/10/18,,Total Yield,,18,,5.68,
Dept Water - Pretoria,2829AC00034,Borehole,-28.30044,29.16641,1983/02/01,,Total Yield,,21,,3.2,
Dept Water - Pretoria,2829AD00006,Borehole,-28.30044,29.38304,1983/10/24,,Total Yield,,12,,1.5,
Dept Water - Pretoria,020667,Borehole,-28.30043,28.39967,1965/12/03,,Total Seepage,0.04,46.63,,,
Dept Water - Pretoria,2828AD00012,Borehole,-28.30043,28.39968,,,,,,,,
Dept Water - Pretoria,2828AD00014,Borehole,-28.30043,28.39969,,,,,,,,
Dept Water - Pretoria,2828AD00017,Borehole,-28.30043,28.3997,,,Total Seepage,0.0001,47.24,,,
Dept Water - Pretoria,2828AD00019,Borehole,-28.30043,28.39971,,,,,,,,
Dept Water - Free State,2828AD00052,Borehole,-28.30043,28.39972,,,,,,,,
Dept Water - Pretoria,2828AD00055,Borehole,-28.30043,28.40078,,,,,,,,
Dept Water - Pretoria,2828BC00050,Borehole,-28.29733,28.60807,1984/05/22,,Total Yield,,25,,0.78,
Dept Water - Pretoria,2828BC00031,Borehole,-28.29723,28.67457,,,,,,,,
Dept Water - Pretoria,2828BC00030,Borehole,-28.29693,28.67147,,,,,,,,
Dept Water - Pretoria,2828BC00029,Borehole,-28.29653,28.66837,,,,,,,,
Dept Water - Pretoria,2828BC00032,Borehole,-28.29593,28.67587,,,,,,,,
Dept Water - Pretoria,2828BD00007,Borehole,-28.29414,28.84897,,,,,,,,
Dept Water - Pretoria,2828BD00006,Borehole,-28.29413,28.84897,,,,,,,,
Dept Water - Pretoria,2828BC00028,Borehole,-28.29363,28.67607,,,,,,,,
Dept Water - Pretoria,2828BC00027,Borehole,-28.29353,28.66907,,,,,,,,
Dept Water - Pretoria,2828BC00026,Borehole,-28.29343,28.66657,1959/12/22,,Total Yield,,9.14,,0.11,
Dept Water - Pretoria,2829AC00029,Borehole,-28.2838,29.16638,,,,,,,,
Dept Water - Pretoria,2829AC00027,Borehole,-28.28379,29.16638,1983/03/25,,Total Yield,,22,,5.04,
Dept Water - Pretoria,2829AC00025,Borehole,-28.28378,29.16638,,,,,,,,
Dept Water - Pretoria,2829AC00024,Borehole,-28.28377,29.16638,,,,,,,,
Dept Water - Pretoria,2829AC00026,Borehole,-28.28377,29.16639,1984/05/14,,Total Yield,,58,,2.22,
Dept Water - Pretoria,2829AC00028,Borehole,-28.28377,29.1664,1984/06/07,,Total Yield,,36,,5,
Dept Water - Pretoria,2829AD00004,Borehole,-28.28377,29.38304,,,,,,,,
Dept Water - Pretoria,2829AD00005,Borehole,-28.28377,29.38305,1983/10/06,,Total Yield,,50,,2.5,
Dept Water - Pretoria,2828BC00003,Borehole,-28.28353,28.58877,,,,,,,,
Dept Water - Pretoria,2828BD00023,Borehole,-28.28348,28.85661,,,,,,,,
Dept Water - Pretoria,2828BD00003,Borehole,-28.27856,28.87827,1958/07/18,,Total Yield,,27.43,,0.32,
Dept Water - Pretoria,2828BD00002,Borehole,-28.27853,28.87827,1958/07/24,,Total Seepage,0.08,24.38,,,
Dept Water - Pretoria,2829AD00032,Borehole,-28.27545,29.36916,1991/03/13,,Total Yield,,34,,0.15,
Dept Water - Pretoria,2829AD00031,Borehole,-28.27544,29.36916,1991/03/20,,Total Yield,,30,,0.28,
Dept Water - Pretoria,2829AD00033,Borehole,-28.27544,29.36917,,,,,,,,
Dept Water - Pretoria,2828AC00109,Borehole,-28.27363,28.21367,1984/05/28,,Total Yield,,45,,3.57,
Dept Water - Pretoria,2829AD00049,Borehole,-28.27312,29.44999,,,,,,,,
Dept Water - Pretoria,2829AD00068,Borehole,-28.27183,29.3761,1995/04/12,Float Principle (Thalimedes),Total Yield,,38,,0.13,
Dept Water - Pretoria,2829AD00067,Borehole,-28.27182,29.37609,1995/04/04,,Total Seepage,0.0001,42,,,
Dept Water - Pretoria,2829AC00042,Borehole,-28.2713,29.13304,1992/03/13,,Total Yield,,54.6,,1.67,
Dept Water - Pretoria,2829AC00040,Borehole,-28.27129,29.13304,1992/10/16,,Total Yield,,36,,0.51,
Dept Water - Pretoria,2829AC00039,Borehole,-28.27128,29.13304,1992/08/14,,Total Yield,,31,,3.17,
Dept Water - Pretoria,2829AC00041,Borehole,-28.27128,29.13305,,,,,,,,
Dept Water - Pretoria,2829AC00043,Borehole,-28.27128,29.13306,1992/10/12,,Total Seepage,0.09,31,,,
Dept Water - Pretoria,2828BC00062,Borehole,-28.26985,28.57837,,,,,,,,
Dept Water - Pretoria,2828BC00060,Borehole,-28.26984,28.57837,,,,,,,,
Dept Water - Pretoria,2828BC00059,Borehole,-28.26983,28.57837,1972/10/03,,Total Seepage,0.06,35,,,
Dept Water - Pretoria,2828BC00061,Borehole,-28.26983,28.57838,,,,,,,,
Dept Water - Pretoria,2828BC00063,Borehole,-28.26983,28.57839,,,,,,,,
Dept Water - Pretoria,2828BD00011,Borehole,-28.26904,28.88467,2003/07/02,,Total Yield,,69,,0.25,
Dept Water - Pretoria,2829AD00003,Borehole,-28.26712,29.43304,,,,,,,,
Dept Water - Pretoria,2828AD00035,Borehole,-28.26711,28.383,,,,,,,,
Dept Water - Pretoria,2829AD00001,Borehole,-28.26711,29.43304,,,,,,,,
Dept Water - Pretoria,2829AD00002,Borehole,-28.26711,29.43305,,,,,,,,
Dept Water - Pretoria,2828AD00007,Borehole,-28.2671,28.383,1983/12/07,,Total Yield,,30,,3.33,
Dept Water - Pretoria,2828BD00017,Borehole,-28.26681,28.75605,,,,,,,,
Dept Water - Pretoria,2829AC00053,Borehole,-28.26655,29.00554,,,,,,,,
Dept Water - Pretoria,2829AC00052,Borehole,-28.26321,29.01998,2003/07/14,,Total Yield,,30,,0.26,
Dept Water - Pretoria,2828AD00036,Borehole,-28.26123,28.383,,,,,,,,
Dept Water - Pretoria,2828AC00108,Borehole,-28.25763,28.21607,,,,,,,,
Dept Water - Gauteng,2828AD00058,Borehole,-28.25682,28.30273,,,,,,,,
Dept Water - Pretoria,2828AD00061,Borehole,-28.25682,28.30273,,,,,,,,
Dept Water - Pretoria,2828BC00071,Borehole,-28.25585,28.66697,1983/12/06,,Total Yield,,30,,1.43,
Dept Water - Pretoria,2828BC00069,Borehole,-28.25584,28.66697,,,,,,,,
Dept Water - Pretoria,2828BC00067,Borehole,-28.25583,28.66697,1960/05/24,,Total Yield,,18.29,,2.15,
Dept Water - Pretoria,2828BC00068,Borehole,-28.25583,28.66698,1960/05/06,,Total Yield,,16.15,,0.86,
Dept Water - Pretoria,2828BC00070,Borehole,-28.25583,28.66699,,,,,,,,
Dept Water - Pretoria,2829AD00047,Borehole,-28.25404,29.47654,,,,,,,,
Dept Water - Pretoria,2828AD00022,Borehole,-28.25213,28.433,,,,,,,,
Dept Water - Pretoria,2828AB00147,Borehole,-28.24765,28.4205,1983/12/20,Estimated,Individual Contribution,,50,,3.1001,3.1
Dept Water - Pretoria,2828AB00147,Borehole,-28.24765,28.4205,1983/12/20,Estimated,Individual Contribution,0.0001,30,,3.1001,
Dept Water - Pretoria,2828AB00060,Borehole,-28.24759,28.39515,,,,,,,,
Dept Water - Pretoria,2828AB00062,Borehole,-28.24759,28.39516,1983/08/15,,Total Yield,,25,,2,
Dept Water - Pretoria,2828AB00058,Borehole,-28.24758,28.29515,,,,,,,,
